github.com/AlDanial/cloc v 2.04  T=0.45 s (1052.8 files/s, 458340.2 lines/s)
-------------------------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                                            blank        comment           code
./GameSpace.Core/Repositories/ICommerceReadOnlyRepository.cs                                                                        5              8             31
./Models/GroupMember.cs                                                                                                            10              4             31
./Models/NotificationAction.cs                                                                                                      9              4             31
./Areas/social_hub/Views/Chat/Index.cshtml                                                                                          8              3             30
./Models/GroupBlock.cs                                                                                                             10              4             30
./Models/ManagerRolePermission.cs                                                                                                   9              1             30
./wwwroot/css/stylecol.css                                                                                                          7              4             30
./Areas/social_hub/Filters/SocialHubAuthAttribute.cs                                                                                4              3             29
./EF_COMMANDS.md                                                                                                                   10              0             29
./Models/NotificationRecipient.cs                                                                                                  10              4             29
./appsettings.Development.json                                                                                                      0              0             29
./obj/GameSpace.csproj.nuget.g.props                                                                                                0              0             29
./Areas/social_hub/Views/Home/AdminLogin.cshtml                                                                                     7              0             28
./Areas/social_hub/Views/Home/Login.cshtml                                                                                          7              0             28
./Models/DM_Messages.cs                                                                                                            23             69             28
./Models/OrderStatusHistory.cs                                                                                                      7              4             28
./Models/Support_Ticket_Assignments.cs                                                                                              2              0             28
./appsettings.json                                                                                                                  0              0             28
./Models/MiniGame.cs                                                                                                               22              0             27
./Models/Pet.cs                                                                                                                    21              0             26
./Views/Shared/_Chat.cshtml                                                                                                         4              7             26
./GameSpace.Api/obj/GameSpace.Api.csproj.nuget.g.props                                                                              0              0             25
./Models/NotificationSource.cs                                                                                                      7              4             25
./Views/Shared/_LoginPartial.cshtml                                                                                                 1              0             25
./Models/GameMetricDaily.cs                                                                                                         2              3             24
./wwwroot/css/site.css                                                                                                              5              1             24
./GameSpace.Data/obj/GameSpace.Data.csproj.nuget.g.props                                                                            0              0             23
./GameSpace.Models/bin/Debug/net8.0/GameSpace.Models.deps.json                                                                      0              0             23
./Models/LeaderboardSnapshot.cs                                                                                                     2              3             23
./Models/PlayerMarketProductInfo.cs                                                                                                18              0             23
./reports/_latest/dotnet_build.txt                                                                                                  3              0             23
./GameSpace.Infrastructure/obj/GameSpace.Infrastructure.csproj.nuget.g.props                                                        0              0             22
./Models/DM_Conversations.cs                                                                                                       17             51             22
./Models/PlayerMarketOrderInfo.cs                                                                                                  17              0             22
./Models/Post.cs                                                                                                                   17              0             22
./Models/Thread.cs                                                                                                                 17              0             22
./Models/UserReport.cs                                                                                                              2              3             22
./Views/Shared/Error.cshtml                                                                                                         3              0             22
./wwwroot/font-awesome/css/regular.css                                                                                              3              6             22
./wwwroot/font-awesome/css/solid.css                                                                                                3              6             22
./wwwroot/font-awesome/css/v4-font-face.css                                                                                         0              5             22
./Models/EmailQueue.cs                                                                                                              2              3             21
./Models/Forum.cs                                                                                                                   2              3             21
./Partials/GameSpaceDatabaseContext.cs                                                                                              3              0             21
./reports/_latest/build_report.txt                                                                                                  3              0             21
./GameSpace.Core/Repositories/IUserReadOnlyRepository.cs                                                                            1              3             20
./Models/Game.cs                                                                                                                    2              3             20
./Models/ManagerRole.cs                                                                                                             4              1             20
./Models/ThreadPost.cs                                                                                                             15              0             20
./GameSpace.Models/SignInResponse.cs                                                                                               13             43             19
./Models/FileUpload.cs                                                                                                              2              3             19
./Models/MetricSource.cs                                                                                                            2              3             19
./GameSpace.Core/obj/Release/net8.0/GameSpace.Core.csproj.FileListAbsolute.txt                                                      0              0             18
./GameSpace.Data/obj/Debug/net8.0/GameSpace.Data.csproj.FileListAbsolute.txt                                                        0              0             18
./GameSpace.Infrastructure/GameSpace.Infrastructure.csproj                                                                          5              0             18
./GameSpace.Models/Coupon.cs                                                                                                        1              0             18
./Models/AuditLog.cs                                                                                                                2              3             18
./Models/GameProductDetail.cs                                                                                                       2              3             18
./Models/OtherProductDetail.cs                                                                                                     13              0             18
./Models/UserActivity.cs                                                                                                            2              3             18
./Models/UserIntroduce.cs                                                                                                          13              0             18
./Models/UserSession.cs                                                                                                             2              3             18
./wwwroot/font-awesome/css/v5-font-face.css                                                                                         0              5             18
./wwwroot/lib/jquery-validation-unobtrusive/LICENSE.txt                                                                             5              0             18
./wwwroot/lib/jquery-validation/LICENSE.md                                                                                          4              0             18
./GameSpace.Api/GameSpace.Api.csproj                                                                                                4              0             17
./Models/ChatMessage.cs                                                                                                            12              0             17
./Models/SystemLog.cs                                                                                                               2              3             17
./Models/WalletHistory.cs                                                                                                           2              3             17
./wwwroot/lib/jquery/LICENSE.txt                                                                                                    4              0             17
./GameSpace.Core/GameSpace.Core.csproj                                                                                              4              0             16
./GameSpace.Data/GameSpace.Data.csproj                                                                                              4              0             16
./GameSpace.Models/UserSignInStats.cs                                                                                               1              0             16
./Models/DailyCheckIn.cs                                                                                                            2              3             16
./Models/PlayerMarketOrderTradepage.cs                                                                                             11              0             16
./Models/PlayerMarketRanking.cs                                                                                                    11              0             16
./Models/Relation.cs                                                                                                               11              0             16
./Models/UserBlock.cs                                                                                                               2              3             16
./obj/Release/net8.0/GameSpace.GlobalUsings.g.cs                                                                                    0              1             16
./Areas/social_hub/Models/Metadata/Notification.Metadata.cs                                                                         3              0             15
./Areas/social_hub/Services/INotificationService.cs                                                                                 1              5             15
./GameSpace.Core/Repositories/ISignInWriteRepository.cs                                                                             8             47             15
./GameSpace.Models/MiniGame.cs                                                                                                      1              0             15
./GameSpace.Models/Pet.cs                                                                                                           1              0             15
./GameSpace.Models/obj/GameSpace.Models.csproj.nuget.g.props                                                                        0              0             15
./Models/EmailTemplate.cs                                                                                                           1              3             15
./Models/GameSourceMap.cs                                                                                                           2              3             15
./Models/Group.cs                                                                                                                  10              0             15
./Models/Metric.cs                                                                                                                 10              0             15
./Models/OfficialStoreRanking.cs                                                                                                   10              0             15
./Models/ProductInfoAuditLog.cs                                                                                                    10              0             15
./Models/SystemConfig.cs                                                                                                            1              3             15
./Models/UserPreference.cs                                                                                                          2              3             15
./Models/VwPostsWithSnapshot.cs                                                                                                    10              0             15
./Models/VwThreadActivity.cs                                                                                                       10              0             15
./Areas/social_hub/Models/ViewModels/LoginViewModel.cs                                                                              4              0             14
./Areas/social_hub/Models/ViewModels/MessageViewModel.cs                                                                            1              0             14
./Areas/social_hub/Models/ViewModels/NotificationViewModel.cs                                                                       1              0             14
./GameSpace.Core/Repositories/IUserWriteRepository.cs                                                                               7             24             14
./GameSpace.Models/EVoucher.cs                                                                                                      9              0             14
./GameSpace.Models/User.cs                                                                                                          1              0             14
./GameSpace.Models/WalletHistory.cs                                                                                                 1              0             14
./Models/EVoucher.cs                                                                                                                9              0             14
./Models/EVoucherType.cs                                                                                                            9              0             14
./Models/PostMetricSnapshot.cs                                                                                                      9              0             14
./Models/UserWallet.cs                                                                                                              2              3             14
./Models/VwThreadPostsFlat.cs                                                                                                       9              0             14
./GameSpace.Core/Repositories/ILeaderboardReadOnlyRepository.cs                                                                     6             43             13
./GameSpace.Core/obj/Release/net8.0/GameSpace.Core.GeneratedMSBuildEditorConfig.editorconfig                                        0              0             13
./GameSpace.Data/bin/Debug/net8.0/GameSpace.Data.runtimeconfig.json                                                                 0              0             13
./GameSpace.Data/obj/Debug/net8.0/GameSpace.Data.GeneratedMSBuildEditorConfig.editorconfig                                          0              0             13
./GameSpace.Infrastructure/obj/Release/net8.0/GameSpace.Infrastructure.GeneratedMSBuildEditorConfig.editorconfig                    0              0             13
./GameSpace.Models/CouponType.cs                                                                                                    1              0             13
./GameSpace.Models/EVoucherRedeemLog.cs                                                                                             8              0             13
./GameSpace.Models/SignInRequest.cs                                                                                                 5             16             13
./GameSpace.Models/obj/Debug/net8.0/GameSpace.Models.GeneratedMSBuildEditorConfig.editorconfig                                      0              0             13
./Models/EVoucherRedeemLog.cs                                                                                                       8              0             13
./Models/Reaction.cs                                                                                                                8              0             13
./wwwroot/lib/sb-admin/assets/demo/chart-pie-demo.js                                                                                1              2             13
./Areas/Forum/Controllers/HomeController.cs                                                                                         1              0             12
./Areas/MemberManagement/Controllers/HomeController.cs                                                                              1              0             12
./Areas/MiniGame/Controllers/HomeController.cs                                                                                      1              0             12
./Areas/OnlineStore/Controllers/HomeController.cs                                                                                   1              0             12
./Data/ApplicationDbContext.cs                                                                                                      1              0             12
./GameSpace.Api/appsettings.json                                                                                                    0              0             12
./GameSpace.Core/Repositories/IForumReadOnlyRepository.cs                                                                           5             37             12
./GameSpace.Core/Repositories/IWalletReadOnlyRepository.cs                                                                          5             31             12
./GameSpace.Models/UserWallet.cs                                                                                                    1              0             12
